var_1,var_2,cor,p,sig
Proportion of organic operations,Tree size diversity,-0.07163969665436161,0.6919720987309599,
Proportion of operations using precision agriculture,Tree size diversity,0.1327270203864401,0.46153188382328914,
Crop diversity,Tree size diversity,0.010466699528027859,0.9539002065919873,
Rental vacancy rate,Tree size diversity,-0.25558601516114915,0.15111976992252485,
Proportion uninsured,Tree size diversity,-0.5285172372831102,0.0015681000059943884,*
Price of a meal,Tree size diversity,0.22469359322382157,0.20870085727919618,
Poor mental health days,Tree size diversity,-0.005352989166867066,0.9764139421642795,
Mobility disability,Tree size diversity,-0.3347534005660194,0.05688241716075426,
Limited access to healthy foods,Tree size diversity,-0.0027363080995457954,0.9879421904591126,
Lacking social support,Tree size diversity,-0.0154227872415008,0.9321135799256366,
High school graduation rate,Tree size diversity,-0.23463977338764727,0.1887224289943925,
Heart disease prevalence,Tree size diversity,-0.3019687665532715,0.08765093009629843,
Frequent physical distress,Tree size diversity,-0.1606351473657618,0.3718482117332109,
"Food insecurity rate, overall",Tree size diversity,-0.3009982384713154,0.08872504447216434,
Diabetes prevelance,Tree size diversity,-0.2868014207625233,0.10561431528299048,
Weeks of extreme drought,Tree size diversity,0.015561191592329923,0.9315057846279571,
Tree species diversity,Tree size diversity,0.20511257715801048,0.25217792421127805,
Tree size diversity,Tree size diversity,1,NA,NA
Total ecosystem carbon per acre,Tree size diversity,0.5699322926251136,5.354954216842955e-4,*
Soil organic carbon,Tree size diversity,0.1285145249357762,0.47599572798443535,
Rarefied richness of plants,Tree size diversity,0.26901413630124266,0.13006504966837085,
Rarefied richness of animals,Tree size diversity,-0.038991813848504434,0.8294274563195951,
Proportion of invasive species,Tree size diversity,-0.21687881328953998,0.22538655536683794,
Land Use Diversity,Tree size diversity,-0.4132895392253081,0.016820617905454416,*
Fuel expenses,Tree size diversity,0.16005344438592972,0.3736053180254659,
Available water storage,Tree size diversity,0.23899970572460608,0.18040207970207245,
Annual precipitation,Tree size diversity,-0.2442425659645206,0.17074402075049466,
Total indemnities,Tree size diversity,-0.36476459581260495,0.03687549869375406,*
Sales from agritourism and recreation,Tree size diversity,-0.29842358685642073,0.09162334738886502,
Percent change in wages,Tree size diversity,0.1508596124868653,0.40202028298123516,
Market channel ratio,Tree size diversity,0.11091447447957584,0.5388927691686296,
Land and building value per acre,Tree size diversity,0.07309000718399211,0.6860494523207112,
Gini Index,Tree size diversity,-0.13972558644193103,0.43802715813734494,
Expenses per operation,Tree size diversity,-0.35731011573113725,0.04121209107871504,*
Change in agricultural establishments,Tree size diversity,0.2798934627345338,0.11466065497846323,
Average weekly wages,Tree size diversity,0.29156798511044824,0.09969343432042299,
Social isolation,Total ecosystem carbon per acre,0.44670723299071824,0.009158782846103719,*
Ratio of female to male producers,Total ecosystem carbon per acre,0.29844384515094735,0.09160026370177143,
Racial diversity of producers,Total ecosystem carbon per acre,-0.3645818101988614,0.03697722560433814,*
Producer age skew,Total ecosystem carbon per acre,-0.04061442384792237,0.8224395453789985,
Firearm fatalities,Total ecosystem carbon per acre,0.31179245215918616,0.07733206186433206,
Annual population change,Total ecosystem carbon per acre,-0.33793965330060394,0.05441983502379566,
Acres in conservation easements,Total ecosystem carbon per acre,0.7090600033634554,3.859737929712281e-6,*
Total animal and crop sales,Total ecosystem carbon per acre,-0.052381738705515594,0.7721939417955737,
Proportion of organic operations,Total ecosystem carbon per acre,0.29169528872512374,0.09953882757667043,
Proportion of operations using precision agriculture,Total ecosystem carbon per acre,-0.039201942011884476,0.8285217858104361,
Crop diversity,Total ecosystem carbon per acre,-0.27514871021304976,0.12120175691548174,
Rental vacancy rate,Total ecosystem carbon per acre,-0.03124467271529904,0.8629594183557949,
Proportion uninsured,Total ecosystem carbon per acre,-0.36047907316821826,0.03932094887903226,*
Price of a meal,Total ecosystem carbon per acre,0.3671933701743254,0.03554517017453307,*
Poor mental health days,Total ecosystem carbon per acre,0.38326795600565555,0.027689556361787826,*
Mobility disability,Total ecosystem carbon per acre,-0.35483197869487354,0.04274142028201844,*
Limited access to healthy foods,Total ecosystem carbon per acre,-0.24121949898446626,0.17626690990297678,
Lacking social support,Total ecosystem carbon per acre,-0.1918139170902455,0.2849033791009141,
High school graduation rate,Total ecosystem carbon per acre,-0.15978148291277386,0.3744284844533623,
Heart disease prevalence,Total ecosystem carbon per acre,-0.13288838486981291,0.46098251329361783,
Frequent physical distress,Total ecosystem carbon per acre,-0.2405238544614948,0.17755550555796829,
"Food insecurity rate, overall",Total ecosystem carbon per acre,0.1386689080738286,0.4415334575704988,
Diabetes prevelance,Total ecosystem carbon per acre,-0.6012895969692968,2.1492590679494938e-4,*
Weeks of extreme drought,Total ecosystem carbon per acre,-0.35277987866945343,0.044042056732157775,*
Tree species diversity,Total ecosystem carbon per acre,0.4577538020782001,0.007392709379301143,*
Tree size diversity,Total ecosystem carbon per acre,0.5699322926251136,5.354954216842955e-4,*
Total ecosystem carbon per acre,Total ecosystem carbon per acre,1,NA,NA
Soil organic carbon,Total ecosystem carbon per acre,0.5916660022158876,2.872769273625231e-4,*
Rarefied richness of plants,Total ecosystem carbon per acre,0.4828690418785506,0.0044236669377299975,*
Rarefied richness of animals,Total ecosystem carbon per acre,0.20133079668350284,0.26121904960773645,
Proportion of invasive species,Total ecosystem carbon per acre,-0.1886498932884603,0.29307384024991534,
Land Use Diversity,Total ecosystem carbon per acre,-0.7916772324823458,4.098489525539151e-8,*
Fuel expenses,Total ecosystem carbon per acre,0.06157423633253545,0.7335541477286225,
Available water storage,Total ecosystem carbon per acre,0.6744174027061783,1.6801610028149838e-5,*
Annual precipitation,Total ecosystem carbon per acre,-0.12335200198678864,0.49403849441814707,
Total indemnities,Total ecosystem carbon per acre,-0.252937296587516,0.15554861360587213,
Sales from agritourism and recreation,Total ecosystem carbon per acre,-0.36875980247100154,0.03470801274757562,*
Percent change in wages,Total ecosystem carbon per acre,0.14561299790408938,0.41877253825948557,
Market channel ratio,Total ecosystem carbon per acre,-0.0663708856341033,0.7136372384853686,
Land and building value per acre,Total ecosystem carbon per acre,-0.533190961787192,0.001398494320869137,*
Gini Index,Total ecosystem carbon per acre,-0.01623993496948126,0.9285256754286624,
Expenses per operation,Total ecosystem carbon per acre,-0.3112448381451534,0.07788129974953839,
Change in agricultural establishments,Total ecosystem carbon per acre,0.5264226506159936,0.0016497729281397255,*
Average weekly wages,Total ecosystem carbon per acre,0.08148447978254592,0.6521374837800544,
Social isolation,Soil organic carbon,0.5639508180510888,6.308723855141807e-4,*
Ratio of female to male producers,Soil organic carbon,0.4947928071071675,0.003419723116489415,*
Racial diversity of producers,Soil organic carbon,-0.3007639427402262,0.08898585132038805,
Producer age skew,Soil organic carbon,-0.08992313692489225,0.6187228041018127,
Firearm fatalities,Soil organic carbon,0.5685623751517325,5.561331486942933e-4,*
Annual population change,Soil organic carbon,-0.3176743299315642,0.0716201023112446,
Acres in conservation easements,Soil organic carbon,0.6463389956773008,4.8377324896264895e-5,*
Total animal and crop sales,Soil organic carbon,-0.04470006546363404,0.8049047032853798,
Proportion of organic operations,Soil organic carbon,0.38336308542153685,0.027647705358272212,*
Proportion of operations using precision agriculture,Soil organic carbon,-0.07834798764221022,0.6647328818980407,
Crop diversity,Soil organic carbon,-0.35084216420589437,0.045299159592112836,*
Rental vacancy rate,Soil organic carbon,0.19149977957246547,0.2857079607232085,
Proportion uninsured,Soil organic carbon,0.031062218211871967,0.8637522098977772,
Price of a meal,Soil organic carbon,0.1786665447111182,0.3198234979681389,
Poor mental health days,Soil organic carbon,0.6171013806616525,1.3069936423715234e-4,*
Mobility disability,Soil organic carbon,0.09694122866017563,0.5914892400508225,
Limited access to healthy foods,Soil organic carbon,-0.2197534774100082,0.2191466299376752,
Lacking social support,Soil organic carbon,-0.2383977780895102,0.18153509581997263,
High school graduation rate,Soil organic carbon,0.20712704861673262,0.24744761841294594,
Heart disease prevalence,Soil organic carbon,0.22362799997135824,0.210924467174735,
Frequent physical distress,Soil organic carbon,0.17823037917772888,0.32102570391920104,
"Food insecurity rate, overall",Soil organic carbon,0.5402974460786532,0.0011713672995405933,*
Diabetes prevelance,Soil organic carbon,-0.2537541506077351,0.154172908670557,
Weeks of extreme drought,Soil organic carbon,-0.3889476775673357,0.025280136000739306,*
Tree species diversity,Soil organic carbon,0.2959844388751994,0.09443529609094714,
Tree size diversity,Soil organic carbon,0.1285145249357762,0.47599572798443535,
Total ecosystem carbon per acre,Soil organic carbon,0.5916660022158876,2.872769273625231e-4,*
Soil organic carbon,Soil organic carbon,1,NA,NA
Rarefied richness of plants,Soil organic carbon,0.26904102343540065,0.13002518773052052,
Rarefied richness of animals,Soil organic carbon,0.2972850747399738,0.09292780210908425,
Proportion of invasive species,Soil organic carbon,-0.2826248938342909,0.11101689410605453,
Land Use Diversity,Soil organic carbon,-0.6480523127509421,4.549294163558315e-5,*
Fuel expenses,Soil organic carbon,-0.23511319406584943,0.18780617694595758,
Available water storage,Soil organic carbon,0.7355635589889976,1.0786623374503534e-6,*
Annual precipitation,Soil organic carbon,0.3531499950597516,0.043805156287088476,*
Total indemnities,Soil organic carbon,-0.0034943741441508733,0.9846020497290899,
Sales from agritourism and recreation,Soil organic carbon,-0.09281608055980259,0.6074336123065678,
Percent change in wages,Soil organic carbon,-0.013062939434115474,0.9424822400732147,
Market channel ratio,Soil organic carbon,-0.3644801293602358,0.03703391295882685,*
Land and building value per acre,Soil organic carbon,-0.6629836174685866,2.6189714604107905e-5,*
Gini Index,Soil organic carbon,0.08790995298106243,0.6266298796117462,
Expenses per operation,Soil organic carbon,-0.26094086376169656,0.14244636444496095,
Change in agricultural establishments,Soil organic carbon,0.2664096483655932,0.13396925420176453,
Average weekly wages,Soil organic carbon,0.05175213188196944,0.7748613747208826,
Social isolation,Rarefied richness of plants,0.12661725171443478,0.48258639201598097,
Ratio of female to male producers,Rarefied richness of plants,0.19653683763715063,0.272982566881816,
Racial diversity of producers,Rarefied richness of plants,0.0034151030628687996,0.9849513176985272,
Producer age skew,Rarefied richness of plants,0.2380141590095855,0.18225980046277446,
Firearm fatalities,Rarefied richness of plants,0.08375633491320812,0.6430725596419067,
Annual population change,Rarefied richness of plants,0.08603186992649625,0.6340433102284764,
Acres in conservation easements,Rarefied richness of plants,0.3844439614401586,0.02717581783975298,*
Total animal and crop sales,Rarefied richness of plants,0.15316903571204177,0.3947693420531784,
Proportion of organic operations,Rarefied richness of plants,0.15645425849957784,0.38458531446326516,
Proportion of operations using precision agriculture,Rarefied richness of plants,-0.004680487388379946,0.9793764114111818,
Crop diversity,Rarefied richness of plants,0.1954874284349875,0.27560284698559934,
Rental vacancy rate,Rarefied richness of plants,0.029695676123556766,0.8696941310606794,
Proportion uninsured,Rarefied richness of plants,-0.27001934728699345,0.12858088138925083,
Price of a meal,Rarefied richness of plants,0.11723651337930972,0.5158530598314206,
Poor mental health days,Rarefied richness of plants,0.4041204698899238,0.019676431962236673,*
Mobility disability,Rarefied richness of plants,-0.14210242647715007,0.43019617656899634,
Limited access to healthy foods,Rarefied richness of plants,0.08631827266627265,0.632910499527767,
Lacking social support,Rarefied richness of plants,-0.1937311944365769,0.28002438001225305,
High school graduation rate,Rarefied richness of plants,0.07249709899225519,0.6884685260074344,
Heart disease prevalence,Rarefied richness of plants,-0.056978707248693285,0.7527974195062632,
Frequent physical distress,Rarefied richness of plants,-0.0585474598887272,0.7462113547882228,
"Food insecurity rate, overall",Rarefied richness of plants,0.14115994855041153,0.4332920739198842,
Diabetes prevelance,Rarefied richness of plants,-0.24495642143353885,0.16945805452314122,
Weeks of extreme drought,Rarefied richness of plants,0.16782286911472535,0.3505410219686236,
Tree species diversity,Rarefied richness of plants,0.22318998926492145,0.21184318528554336,
Tree size diversity,Rarefied richness of plants,0.26901413630124266,0.13006504966837085,
Total ecosystem carbon per acre,Rarefied richness of plants,0.4828690418785506,0.0044236669377299975,*
Soil organic carbon,Rarefied richness of plants,0.26904102343540065,0.13002518773052052,
Rarefied richness of plants,Rarefied richness of plants,1,NA,NA
Rarefied richness of animals,Rarefied richness of plants,0.31652590454496093,0.07270871392411471,
Proportion of invasive species,Rarefied richness of plants,-0.25308178454493985,0.15530463172352915,
Land Use Diversity,Rarefied richness of plants,-0.3304489265299744,0.0603482426973847,
Fuel expenses,Rarefied richness of plants,0.10675868660298854,0.5543000962654696,
Available water storage,Rarefied richness of plants,0.3007905301955005,0.08895622593760377,
Annual precipitation,Rarefied richness of plants,-0.29104134535219944,0.10033495887533217,
Total indemnities,Rarefied richness of plants,-0.011340389273670006,0.9500567031922362,
Sales from agritourism and recreation,Rarefied richness of plants,-0.18005452058565324,0.31601646793310323,
Percent change in wages,Rarefied richness of plants,0.2935823058307988,0.0972683603860014,
Market channel ratio,Rarefied richness of plants,-0.31650032670288136,0.07273310528230459,
Land and building value per acre,Rarefied richness of plants,-0.3477360552197571,0.047374080309446454,*
Gini Index,Rarefied richness of plants,-0.1975941398173258,0.2703590139287759,
Expenses per operation,Rarefied richness of plants,-0.09104988347386263,0.6143155126675541,
Change in agricultural establishments,Rarefied richness of plants,0.20543288332165108,0.2514218152015042,
Average weekly wages,Rarefied richness of plants,-0.1416894061448975,0.43155138038473395,
Social isolation,Rarefied richness of animals,0.30285702372528744,0.08667663155724492,
Ratio of female to male producers,Rarefied richness of animals,0.14655999368258116,0.4157202854437283,
Racial diversity of producers,Rarefied richness of animals,-0.050936198076027006,0.7783219700077368,
Producer age skew,Rarefied richness of animals,-0.061772807317131806,0.7327261354078418,
Firearm fatalities,Rarefied richness of animals,0.204285004099432,0.25413844861095725,
Annual population change,Rarefied richness of animals,-0.008255183027058076,0.9636333904503072,
Acres in conservation easements,Rarefied richness of animals,0.4010509567764216,0.02071799669558505,*
Total animal and crop sales,Rarefied richness of animals,0.035191374332852875,0.8458437833258052,
Proportion of organic operations,Rarefied richness of animals,0.2281871093188529,0.20152426216060526,
Proportion of operations using precision agriculture,Rarefied richness of animals,0.015334132482681404,0.9325029223483754,
Crop diversity,Rarefied richness of animals,-0.272648454760671,0.12475826465280027,
Rental vacancy rate,Rarefied richness of animals,0.13760879028755435,0.4450664685748458,
Proportion uninsured,Rarefied richness of animals,-0.19944201115240137,0.26581335634335646,
Price of a meal,Rarefied richness of animals,0.1420492981487514,0.4303703696766572,
Poor mental health days,Rarefied richness of animals,0.3524557848634774,0.04425034257353211,*
Mobility disability,Rarefied richness of animals,0.05475654799394419,0.7621559188809388,
Limited access to healthy foods,Rarefied richness of animals,0.08599598114288119,0.634185318939718,
Lacking social support,Rarefied richness of animals,-0.032417312789654366,0.8578672885628558,
High school graduation rate,Rarefied richness of animals,0.006672728877978549,0.9706012297942324,
Heart disease prevalence,Rarefied richness of animals,0.11480932406068967,0.524640766138907,
Frequent physical distress,Rarefied richness of animals,0.12247545718150071,0.49713612225294335,
"Food insecurity rate, overall",Rarefied richness of animals,0.07858913450591051,0.6637612391979912,
Diabetes prevelance,Rarefied richness of animals,-0.1570906973022545,0.38263020910893086,
Weeks of extreme drought,Rarefied richness of animals,-0.12217961527294718,0.4981838154726912,
Tree species diversity,Rarefied richness of animals,0.02482277861393082,0.8909370002320205,
Tree size diversity,Rarefied richness of animals,-0.038991813848504434,0.8294274563195951,
Total ecosystem carbon per acre,Rarefied richness of animals,0.20133079668350284,0.26121904960773645,
Soil organic carbon,Rarefied richness of animals,0.2972850747399738,0.09292780210908425,
Rarefied richness of plants,Rarefied richness of animals,0.31652590454496093,0.07270871392411471,
Rarefied richness of animals,Rarefied richness of animals,1,NA,NA
Proportion of invasive species,Rarefied richness of animals,0.005396517185948808,0.9762222050774885,
Land Use Diversity,Rarefied richness of animals,-0.2487328748863017,0.16276977381011926,
Fuel expenses,Rarefied richness of animals,0.029482757886241655,0.8706205686486816,
Available water storage,Rarefied richness of animals,0.1521394857133189,0.3979925043543733,
Annual precipitation,Rarefied richness of animals,-0.072685438583767,0.6876997681028456,
Total indemnities,Rarefied richness of animals,0.06509299739192806,0.7189258755603212,
Sales from agritourism and recreation,Rarefied richness of animals,-0.22505900983038973,0.2079420621434318,
Percent change in wages,Rarefied richness of animals,0.05807188157759645,0.7482061290760744,
Market channel ratio,Rarefied richness of animals,-0.5054814288137649,0.002693755318967428,*
Land and building value per acre,Rarefied richness of animals,-0.344118287936511,0.049885803617356395,*
Gini Index,Rarefied richness of animals,0.15046338277898128,0.4032719184098028,
Expenses per operation,Rarefied richness of animals,-0.058090570567234864,0.7481277092889784,
Change in agricultural establishments,Rarefied richness of animals,-0.0036440755417111526,0.9839424738583051,
Average weekly wages,Rarefied richness of animals,-0.08323966011988487,0.6451297690547917,
Social isolation,Proportion of invasive species,-0.3128214851434033,0.07630809603123412,
Ratio of female to male producers,Proportion of invasive species,-0.08264875986043997,0.647485685390917,
Racial diversity of producers,Proportion of invasive species,0.3650071281809091,0.03674087030831741,*
Producer age skew,Proportion of invasive species,-0.1489955253745361,0.4079279729334355,
Firearm fatalities,Proportion of invasive species,-0.3151277940973553,0.07405133069549086,
Annual population change,Proportion of invasive species,0.01801931534819153,0.920717703433388,
Acres in conservation easements,Proportion of invasive species,-0.2825537717558051,0.11111065627828687,
Total animal and crop sales,Proportion of invasive species,-0.25403449484042034,0.15370279879564963,
Proportion of organic operations,Proportion of invasive species,-0.11591225933958718,0.5206385425963602,
Proportion of operations using precision agriculture,Proportion of invasive species,-0.3096750201673435,0.0794725127755247,
Crop diversity,Proportion of invasive species,0.11558643530597777,0.5218193026787492,
Rental vacancy rate,Proportion of invasive species,-0.06543897900233757,0.717492728868397,
Proportion uninsured,Proportion of invasive species,-0.09945094819207026,0.5818791827901191,
Price of a meal,Proportion of invasive species,0.16463509106081273,0.3598983101310136,
Poor mental health days,Proportion of invasive species,-0.42994100594746654,0.01251623669542079,*
Mobility disability,Proportion of invasive species,-0.10817709593346236,0.5490184735136463,
Limited access to healthy foods,Proportion of invasive species,0.01064893212894769,0.9530984487496894,
Lacking social support,Proportion of invasive species,0.06782816108135228,0.7076221323041629,
High school graduation rate,Proportion of invasive species,-0.2893688177939852,0.10239309213552605,
Heart disease prevalence,Proportion of invasive species,-0.2085705254009143,0.2440946554949357,
Frequent physical distress,Proportion of invasive species,-0.18271920733837455,0.3087872341489091,
"Food insecurity rate, overall",Proportion of invasive species,-0.31463114605431847,0.07453287425673838,
Diabetes prevelance,Proportion of invasive species,0.129463027118863,0.47271854143995196,
Weeks of extreme drought,Proportion of invasive species,0.13074093534339976,0.4683219610314824,
Tree species diversity,Proportion of invasive species,-0.10985822449161536,0.5427893256125915,
Tree size diversity,Proportion of invasive species,-0.21687881328953998,0.22538655536683794,
Total ecosystem carbon per acre,Proportion of invasive species,-0.1886498932884603,0.29307384024991534,
Soil organic carbon,Proportion of invasive species,-0.2826248938342909,0.11101689410605453,
Rarefied richness of plants,Proportion of invasive species,-0.25308178454493985,0.15530463172352915,
Rarefied richness of animals,Proportion of invasive species,0.005396517185948808,0.9762222050774885,
Proportion of invasive species,Proportion of invasive species,1,NA,NA
Land Use Diversity,Proportion of invasive species,0.20083958185815623,0.26240883256441294,
Fuel expenses,Proportion of invasive species,-0.17914719866909568,0.318501914973087,
Available water storage,Proportion of invasive species,-0.2055839104566689,0.2510658253471454,
Annual precipitation,Proportion of invasive species,-0.2855645444124199,0.10719318638767228,
Total indemnities,Proportion of invasive species,-0.07719925094163255,0.6693687691513237,
Sales from agritourism and recreation,Proportion of invasive species,-0.2967526517047468,0.09354266844761616,
Percent change in wages,Proportion of invasive species,-0.04806992653718742,0.7905113524191809,
Market channel ratio,Proportion of invasive species,0.2527984227612416,0.1557833759956151,
Land and building value per acre,Proportion of invasive species,0.3290867768281524,0.061478981286335,
Gini Index,Proportion of invasive species,0.08115005809001648,0.6534760336655068,
Expenses per operation,Proportion of invasive species,0.0030221085600884933,0.986682888676705,
Change in agricultural establishments,Proportion of invasive species,-0.1734073398663193,0.33450611264963026,
Average weekly wages,Proportion of invasive species,0.0866395568791263,0.6316406954489953,
Social isolation,Land Use Diversity,-0.43694195021746474,0.011006154271269608,*
Ratio of female to male producers,Land Use Diversity,-0.4057130703806843,0.019153381860567364,*
Racial diversity of producers,Land Use Diversity,0.4279460560686956,0.01297716027355178,*
Producer age skew,Land Use Diversity,0.17164594283580747,0.33951439531957117,
Firearm fatalities,Land Use Diversity,-0.5004196000396653,0.003018891740775853,*
Annual population change,Land Use Diversity,0.30681675085204557,0.08243411919161359,
Acres in conservation easements,Land Use Diversity,-0.6882671951294154,9.557675116234066e-6,*
Total animal and crop sales,Land Use Diversity,0.29285727440207165,0.09813601906480351,
Proportion of organic operations,Land Use Diversity,-0.26422103020097665,0.13731611979751945,
Proportion of operations using precision agriculture,Land Use Diversity,0.218008268505226,0.2229206648326505,
Crop diversity,Land Use Diversity,0.4070139425009083,0.0187347599386134,*
Rental vacancy rate,Land Use Diversity,-0.3075384176713188,0.08167845994704281,
Proportion uninsured,Land Use Diversity,0.05445137577326178,0.7634437536688965,
Price of a meal,Land Use Diversity,-0.3134862269487086,0.0756522358618037,
Poor mental health days,Land Use Diversity,-0.4501308603190091,0.008576745538243724,*
Mobility disability,Land Use Diversity,0.14107122678831788,0.43358414092649156,
Limited access to healthy foods,Land Use Diversity,0.19000463839648013,0.2895573664093021,
Lacking social support,Land Use Diversity,0.15698226830945822,0.38296288714387217,
High school graduation rate,Land Use Diversity,0.03770278642231052,0.8349879507677809,
Heart disease prevalence,Land Use Diversity,-0.1012641588945472,0.5749796327155468,
Frequent physical distress,Land Use Diversity,0.13165190237896832,0.4652010160288318,
"Food insecurity rate, overall",Land Use Diversity,-0.3577572336386467,0.04094091225122298,*
Diabetes prevelance,Land Use Diversity,0.5728073698724344,4.943725802948329e-4,*
Weeks of extreme drought,Land Use Diversity,0.46392357008125024,0.006539213361671292,*
Tree species diversity,Land Use Diversity,-0.46790996543720004,0.00603375742545742,*
Tree size diversity,Land Use Diversity,-0.4132895392253081,0.016820617905454416,*
Total ecosystem carbon per acre,Land Use Diversity,-0.7916772324823458,4.098489525539151e-8,*
Soil organic carbon,Land Use Diversity,-0.6480523127509421,4.549294163558315e-5,*
Rarefied richness of plants,Land Use Diversity,-0.3304489265299744,0.0603482426973847,
Rarefied richness of animals,Land Use Diversity,-0.2487328748863017,0.16276977381011926,
Proportion of invasive species,Land Use Diversity,0.20083958185815623,0.26240883256441294,
Land Use Diversity,Land Use Diversity,1,NA,NA
Fuel expenses,Land Use Diversity,-0.045790580255484034,0.8002397692336856,
Available water storage,Land Use Diversity,-0.710151410073072,3.672472544735683e-6,*
Annual precipitation,Land Use Diversity,-0.2131476690531597,0.2336639183789324,
Total indemnities,Land Use Diversity,0.25486228870427474,0.15232071594423857,
Sales from agritourism and recreation,Land Use Diversity,0.22444547047052152,0.20921717526692252,
Percent change in wages,Land Use Diversity,-0.32865712935503444,0.061839074758024415,
Market channel ratio,Land Use Diversity,0.16447440541898134,0.360373892601767,
Land and building value per acre,Land Use Diversity,0.6120654543286851,1.535761676245695e-4,*
Gini Index,Land Use Diversity,-0.1533017441162379,0.39435497317052604,
Expenses per operation,Land Use Diversity,0.518740805188279,0.001981995411565851,*
Change in agricultural establishments,Land Use Diversity,-0.41794412216328164,0.015508740685357791,*
Average weekly wages,Land Use Diversity,-0.03306325154927615,0.8550647187215166,
Social isolation,Fuel expenses,0.01578535811371608,0.9305214500477663,
Ratio of female to male producers,Fuel expenses,-0.13764851787352556,0.44493379436886693,
Racial diversity of producers,Fuel expenses,-0.32016829443721256,0.06929976328695009,
Producer age skew,Fuel expenses,0.34802160739230714,0.04718021396154448,*
Firearm fatalities,Fuel expenses,0.25056008644392785,0.159602545831095,
Annual population change,Fuel expenses,-0.0017196228587915599,0.9924221475891466,
Acres in conservation easements,Fuel expenses,0.038870120726832574,0.8299520628044572,
Total animal and crop sales,Fuel expenses,0.08430496453960855,0.6408909624504118,
Proportion of organic operations,Fuel expenses,0.07308944324114842,0.6860517517674614,
Proportion of operations using precision agriculture,Fuel expenses,0.045505562000051625,0.8014583552028487,
Crop diversity,Fuel expenses,-0.10286540979634824,0.5689173884765522,
Rental vacancy rate,Fuel expenses,0.25724324726881975,0.14839563087351415,
Proportion uninsured,Fuel expenses,0.09514513133410467,0.5984089883697439,
Price of a meal,Fuel expenses,-0.004350587308995475,0.9808297710660372,
Poor mental health days,Fuel expenses,0.09470621010425835,0.6001052954896893,
Mobility disability,Fuel expenses,0.02293372422036863,0.8991930103118424,
Limited access to healthy foods,Fuel expenses,0.12613427783815356,0.4842716185504674,
Lacking social support,Fuel expenses,-0.1851972017760819,0.3021585624311218,
High school graduation rate,Fuel expenses,0.03907458859439835,0.8290706642326255,
Heart disease prevalence,Fuel expenses,0.15517370980013237,0.38853664514144204,
Frequent physical distress,Fuel expenses,0.029290919596336232,0.8714554289881238,
"Food insecurity rate, overall",Fuel expenses,0.1085338021168462,0.547693959276774,
Diabetes prevelance,Fuel expenses,-0.2958561186297374,0.09458502860066864,
Weeks of extreme drought,Fuel expenses,-0.267542549534379,0.13226054944341525,
Tree species diversity,Fuel expenses,0.5099425431974137,0.002432854002255347,*
Tree size diversity,Fuel expenses,0.16005344438592972,0.3736053180254659,
Total ecosystem carbon per acre,Fuel expenses,0.06157423633253545,0.7335541477286225,
Soil organic carbon,Fuel expenses,-0.23511319406584943,0.18780617694595758,
Rarefied richness of plants,Fuel expenses,0.10675868660298854,0.5543000962654696,
Rarefied richness of animals,Fuel expenses,0.029482757886241655,0.8706205686486816,
Proportion of invasive species,Fuel expenses,-0.17914719866909568,0.318501914973087,
Land Use Diversity,Fuel expenses,-0.045790580255484034,0.8002397692336856,
Fuel expenses,Fuel expenses,1,NA,NA
Available water storage,Fuel expenses,0.002045526529610552,0.9909860431702293,
Annual precipitation,Fuel expenses,0.08889517817456473,0.6227550939386453,
Total indemnities,Fuel expenses,-0.16149330313560453,0.3692649580975287,
Sales from agritourism and recreation,Fuel expenses,0.023713511037368643,0.8957836875089087,
Percent change in wages,Fuel expenses,0.18544788939698037,0.3014930218411649,
Market channel ratio,Fuel expenses,-0.21156843290156924,0.23722828863022416,
Land and building value per acre,Fuel expenses,-0.21391924325250064,0.23193565062643984,
Gini Index,Fuel expenses,-0.295972051024391,0.09444974317080268,
Expenses per operation,Fuel expenses,-0.13009761776789602,0.4705325682779269,
Change in agricultural establishments,Fuel expenses,-0.11017103665345744,0.5416339571597732,
Average weekly wages,Fuel expenses,-0.36251406319768503,0.03814389598000023,*
Social isolation,Available water storage,0.5155225412459717,0.0021376494608515983,*
Ratio of female to male producers,Available water storage,0.24335058748723887,0.1723606103274551,
Racial diversity of producers,Available water storage,-0.18186534220076786,0.3110923417700542,
Producer age skew,Available water storage,0.16247800535306986,0.36631387731484644,
Firearm fatalities,Available water storage,0.48559538135328745,0.004174150534935084,*
Annual population change,Available water storage,-0.2121473200188532,0.23591751286385643,
Acres in conservation easements,Available water storage,0.5433763607062809,0.0010834776737556062,*
Total animal and crop sales,Available water storage,-0.013089948546020778,0.9423635122349443,
Proportion of organic operations,Available water storage,0.30667103764969417,0.08258734739717899,
Proportion of operations using precision agriculture,Available water storage,-0.13477459624987081,0.45458668699421145,
Crop diversity,Available water storage,-0.2487632021003496,0.16271684062733938,
Rental vacancy rate,Available water storage,-0.01770132539527467,0.9221125402204002,
Proportion uninsured,Available water storage,0.02421110387895832,0.8936091031774367,
Price of a meal,Available water storage,0.029208143601891293,0.8718157036358494,
Poor mental health days,Available water storage,0.4851483142735233,0.004214215004874067,*
Mobility disability,Available water storage,-0.2106786176224055,0.23925262215104937,
Limited access to healthy foods,Available water storage,-0.23570932136413753,0.18665688504838895,
Lacking social support,Available water storage,-0.08006790088447739,0.6578147076628005,
High school graduation rate,Available water storage,0.10975607505055397,0.5431668661798317,
